id,nombre,texto,accion,campoVisualizacion,usarEtiquetasIni,idPadre,esConfiguracion,icono,orden,campoPermiso,tipoAcceso
1161,importarConfigs,Importar Configuraciones,AbrirTipoFichero|1282,,0,721,0,,50,esSupervisor,0
1162,Control de WhatsApp,Control de WhatsApp,AbrirModulo|73,bVerComunicacionesCorp,0,872,0,iconoCuentasEmpresa,50,,0
1163,MenuAIController,Recordatorios Automáticos,AbrirEjecutable|RecordatoriosAutomaticos.exe,bVerIControler,0,1178,0,,10,,
1165,Plantillas Legales,Plantillas Legales,AbrirTipoFichero|1284,bVerPlantillasLegales,0,176,0,,20,,
1169,Compras,Compras,AbrirModulo|51,False,1,0,0,Control_de_compras,850,,
1170,ConfGeneralesTR,Configuraciones,"AbrirEjecutable|ConfigGenerales.exe,TimeReport,39,40,no,2",bWorkControlHorario,0,191,0,,50,,
1171,ReglasAutoActuacionesPredef,Reglas Automáticas Actuaciones,AbrirTipoFichero|1286,MostrarRpaReglasAutomaticas,0,1179,0,,20,,
1172,Control de Correos,Correos Corporativos,AbrirModulo|74,bVerControlCorreo,0,872,0,correo_16x16,40,,0
1173,Control de Pendientes,Control de Pendientes,"AbrirEjecutable|CuadroMandos.exe,--sencillos=1,--controlPendientes",bVerCuadroMandos[OR]esFreemium,0,106,0,,30,,
1174,Imputacion Gastos,Imputaciones de Gastos,"AbrirModulo|39,0,pestanaSel=3",(bVerTimeReport[OR]esFreemium)[AND]bVerPestanaGastos,0,353,0,,20,,
1176,Control de Tiempos,Control de Tiempos,,,0,872,0,time_report_16x16,20,,
1177,adjuntosAutomatizaciones,Adjuntos,,,0,690,0,,10,,
1178,correoAutomatizaciones,Correo,,,0,690,0,,20,,
1179,historialAutomatizaciones,Historial,,,0,690,0,,30,,
1180,EnvioFacturasEmailer,Envío de Facturas,"AbrirEjecutable|Emailer.exe,6",MostrarEnvioDeFacturas,0,1178,0,,20,,
1181,MN Import,MN Import,AbrirTipoFichero|1288,bVerImportador,0,721,0,,35,,
1182,Configuracion Expedientes,Configuraciones,,bVerExpedientes,0,6,0,,50,,
1183,Predefinidos,Predefinidos,,bVerExpedientes,0,1182,0,,10,,
1184,VacacionesAusencias,Vacaciones y Ausencias,AbrirTipoFichero|1289,bWorkControlHorario,0,191,0,,49,,
1185,VeriFactu,Veri*Factu,"AbrirModulo|21,variante=2",False,0,351,0,,45,,
1187,ChatGPT,ChatGPT,AbrirTipoFichero|1290,bVerChatGPT,0,872,0,ico_chatgpt_azul_16x16,119,,
1188,Informe de Vacaciones,Informe de Vacaciones,AbrirTipoFichero|1291,esProductoControlDeTiempos,0,0,0,,1000,,
1189,Informe de Ausencias,Informe de Ausencias (Hoy),AbrirTipoFichero|1292,esProductoControlDeTiempos,0,0,0,,1000,,
1190,Informe de Retrasos,Informe de Retrasos,AbrirTipoFichero|1293,esProductoControlDeTiempos,0,0,0,,1002,,
1191,Informe de Trabajadores sin Horario (Hoy),Informe Sin Horario (Hoy),AbrirTipoFichero|1294,esProductoControlDeTiempos,0,0,0,,1003,,
1192,Informe Detallado de Fichajes,Informe Detallado de Fichajes,"AbrirModulo|39,3=4",esProductoControlDeTiempos,0,0,0,,1005,,
1193,Informe de Fichajes,Informe de Fichajes,"AbrirModulo|39,3=5",esProductoControlDeTiempos,0,0,0,,1004,,
1207,Actualiza a Veri*factu,EtiquetaAccesoCarcasaVeriFactu,AbrirTipoFichero|1298,false,7,1143,0,,70,,
